Plugin ID,CVE,CVSS v2.0 Base Score,Risk,Host,Protocol,Port,Name,Synopsis,Description,Solution,See Also,Plugin Output,CVSS v3.0 Base Score,Risk Factor,BID,XREF,MSKB,Plugin Publication Date,Plugin Modification Date,Metasploit,Core Impact,CANVAS
"10114","CVE-1999-0524","2.1","Low","10.46.254.48","icmp","0","ICMP Timestamp Request Remote Date Disclosure","It is possible to determine the exact time set on the remote host.","The remote host answers to an ICMP timestamp request.  This allows an
attacker to know the date that is set on the targeted machine, which
may assist an unauthenticated, remote attacker in defeating time-based
authentication protocols.

Timestamps returned from machines running Windows Vista / 7 / 2008 /
2008 R2 are deliberately incorrect, but usually within 1000 seconds of
the actual system time.","Filter out the ICMP timestamp requests (13), and the outgoing ICMP
timestamp replies (14).","","This host returns non-standard timestamps (high bit is set)
The ICMP timestamps might be in little endian format (not in network format)
The difference between the local and remote clocks is 8 seconds.
","","Low","","CWE:200","","1999/08/01","2024/10/07","","",""
"10150","","","None","10.46.254.48","tcp","445","Windows NetBIOS / SMB Remote Host Information Disclosure","It was possible to obtain the network name of the remote host.","The remote host is listening on UDP port 137 or TCP port 445, and
replies to NetBIOS nbtscan or SMB requests.

Note that this plugin gathers information to be used in other plugins,
but does not itself generate a report.","n/a","","The following 2 NetBIOS names have been gathered :

 NWC05BBBIGX4013  = Computer name
 IACS             = Workgroup / Domain name
","","None","","","","1999/10/12","2021/02/10","","",""
"10287","","","None","10.46.254.48","udp","0","Traceroute Information","It was possible to obtain traceroute information.","Makes a traceroute to the remote host.","n/a","","For your information, here is the traceroute from 10.46.254.222 to 10.46.254.48 : 
10.46.254.222
10.46.254.48

Hop Count: 1
","","None","","","","1999/11/27","2023/12/04","","",""
"10394","","","None","10.46.254.48","tcp","445","Microsoft Windows SMB Log In Possible","It was possible to log into the remote host.","The remote host is running a Microsoft Windows operating system or
Samba, a CIFS/SMB server for Unix. It was possible to log into it
using one of the following accounts :

- Guest account
- Supplied credentials","n/a","http://www.nessus.org/u?5c2589f6
https://support.microsoft.com/en-us/help/246261","- The SMB tests will be done as iacs.wlds\auditor/******
","","None","","","","2000/05/09","2024/07/29","","",""
"10395","","","None","10.46.254.48","tcp","445","Microsoft Windows SMB Shares Enumeration","It is possible to enumerate remote network shares.","By connecting to the remote host, Nessus was able to enumerate the
network share names.","n/a","","
Here are the SMB shares available on the remote host when logged in as auditor:

  - ADMIN$
  - C
  - C$
  - D
  - D$
  - IPC$
","","None","","","","2000/05/09","2022/02/01","","",""
"10396","","","None","10.46.254.48","tcp","445","Microsoft Windows SMB Shares Access","It is possible to access a network share.","The remote has one or more Windows shares that can be accessed through
the network with the given credentials.

Depending on the share rights, it may allow an attacker to read /
write confidential data.","To restrict access under Windows, open Explorer, do a right click on
each share, go to the 'sharing' tab, and click on 'permissions'.","","
The following shares can be accessed as auditor :

- ADMIN$  - (readable,writable)
  + Content of this share :
..
appcompat
AppPatch
AppReadiness
assembly
bcastdvr
bfsvc.exe
BitLockerDiscoveryVolumeContents
Boot
bootstat.dat
Branding
CbsTemp
CSC
Cursors
debug
diagnostics
DigitalLocker
Downloaded Program Files
DPINST.LOG
DtcInstall.log
ELAMBKUP
en-US
EnterpriseS.xml
explorer.exe
Fonts
GameBarPresenceWriter
Globalization
Help
HelpPane.exe
hh.exe
IME
ImmersiveControlPanel
INF
InfusedApps
InputMethod
Installer
ixAVI_log.txt
L2Schemas
LiveKernelReports
Logs
lsasetup.log
Media
mib.bin
Microsoft.NET
Migration
MiracastView
ModemLogs
notepad.exe
OEMLogo.bmp
Offline Web Pages
Panther
Performance
PFRO.log
PLA
PolicyDefinitions
Prefetch
PrintDialog
Provisioning
regedit.exe
Registration
RemotePackages
rescache
Resources
SchCache
schemas
security
ServiceProfiles
servicing
Setup
setupact.log
setuperr.log
ShellExperiences
SoftwareDistribution
Speech
Speech_OneCore
splwow64.exe
System
system.ini
System32
SystemApps
SystemResources
SysWOW64
TAPI
Tasks
Temp
tracing
twain_32
twain_32.dll
UpdateAssistantV2
Vss
Web

- D$  - (readable,writable)
  + Content of this share :
DeployService
eDoorService
Log
logNoRet
MorphoWayUPSService
onelook-5.3.0-tools
OneLook.Display
OneLook.Service
System Volume Information
temp

- D  - (readable)
  + Content of this share :
DeployService
eDoorService
Log
logNoRet
MorphoWayUPSService
onelook-5.3.0-tools
OneLook.Display
OneLook.Service
System Volume Information
temp

- C$  - (readable,writable)
  + Content of this share :
0_Crosssite_WCP
0_MMBSBYPASS
bootmgr
BOOTNXT
Certs
deployment
Documents and Settings
EIMService
EIMService_old270824
Flexi deployment
found.000
hiberfil.sys
IACS
Intel
IT
licences
Morpho
pagefile.sys
PerfLogs
Program Files
Program Files (x86)
ProgramData
Project
Quarantine
Recovery
Sasgen
Sasgen_old270824
Scripts
swapfile.sys
System Volume Information
temp
Users
Windows

- C  - (readable)
  + Content of this share :
0_Crosssite_WCP
0_MMBSBYPASS
bootmgr
BOOTNXT
Certs
deployment
Documents and Settings
EIMService
EIMService_old270824
Flexi deployment
found.000
hiberfil.sys
IACS
Intel
IT
licences
Morpho
pagefile.sys
PerfLogs
Program Files
Program Files (x86)
ProgramData
Project
Quarantine
Recovery
Sasgen
Sasgen_old270824
Scripts
swapfile.sys
System Volume Information
temp
Users
Windows

","","None","","","","2000/05/09","2021/10/04","","",""
"10456","","","None","10.46.254.48","tcp","445","Microsoft Windows SMB Service Enumeration","It is possible to enumerate remote services.","This plugin implements the SvcOpenSCManager() and SvcEnumServices()
calls to obtain, using the SMB protocol, the list of active and
inactive services of the remote host.

An attacker may use this feature to gain better knowledge of the
remote host.","To prevent the listing of the services from being obtained, you should
either have tight login restrictions, so that only trusted users can
access your host, and/or you should filter incoming traffic to this
port.","","
Active Services :

Application Information [ Appinfo ] 
Windows Audio Endpoint Builder [ AudioEndpointBuilder ] 
Windows Audio [ Audiosrv ] 
Base Filtering Engine [ BFE ] 
Background Intelligent Transfer Service [ BITS ] 
Background Tasks Infrastructure Service [ BrokerInfrastructure ] 
Client License Service (ClipSVC) [ ClipSVC ] 
CoreMessaging [ CoreMessagingRegistrar ] 
Intel(R) Content Protection HECI Service [ cphs ] 
Intel(R) Content Protection HDCP Service [ cplspcon ] 
Cryptographic Services [ CryptSvc ] 
DCOM Server Process Launcher [ DcomLaunch ] 
Deploy Service [ DeployService ] 
Device Association Service [ DeviceAssociationService ] 
DHCP Client [ Dhcp ] 
Connected User Experiences and Telemetry [ DiagTrack ] 
DNS Client [ Dnscache ] 
Diagnostic Policy Service [ DPS ] 
DSCameraControlWinService [ DSCameraControlWinService ] 
Device Setup Manager [ DsmSvc ] 
Data Sharing Service [ DsSvc ] 
eDoor [ eDoor ] 
EIM Service [ EIM Service ] 
Windows Event Log [ EventLog ] 
COM+ Event System [ EventSystem ] 
Windows Font Cache Service [ FontCache ] 
Windows Presentation Foundation Font Cache 3.0.0.0 [ FontCache3.0.0.0 ] 
Intel(R) HD Graphics Control Panel Service [ igfxCUIService2.0.0.0 ] 
IKE and AuthIP IPsec Keying Modules [ IKEEXT ] 
Intel(R) PROSet Monitoring Service [ Intel(R) PROSet Monitoring Service ] 
CNG Key Isolation [ KeyIso ] 
Server [ LanmanServer ] 
Workstation [ LanmanWorkstation ] 
Windows License Manager Service [ LicenseManager ] 
TCP/IP NetBIOS Helper [ lmhosts ] 
Local Session Manager [ LSM ] 
McAfee Agent Common Services [ macmnsvc ] 
McAfee Agent Service [ masvc ] 
McAfee Agent Backwards Compatibility Service [ McAfeeFramework ] 
McAfee Service Controller [ mfemms ] 
McAfee Validation Trust Protection Service [ mfevtp ] 
MorphoWayUPSService [ MorphoWayUPSService ] 
Windows Firewall [ MpsSvc ] 
MorphoSmart USB Service [ MSO_SpUsb_Service ] 
Multiprotect License Service [ Multiprotect License Service ] 
Network Connection Broker [ NcbService ] 
Netlogon [ Netlogon ] 
Network List Service [ netprofm ] 
Network Location Awareness [ NlaSvc ] 
NSClient++ Monitoring Agent [ nscp ] 
Network Store Interface Service [ nsi ] 
OneLook Service [ ONELOOK ] 
Program Compatibility Assistant Service [ PcaSvc ] 
Plug and Play [ PlugPlay ] 
IPsec Policy Agent [ PolicyAgent ] 
Power [ Power ] 
User Profile Service [ ProfSvc ] 
RPC Endpoint Mapper [ RpcEptMapper ] 
Remote Procedure Call (RPC) [ RpcSs ] 
Security Accounts Manager [ SamSs ] 
Smart Card [ SCardSvr ] 
Task Scheduler [ Schedule ] 
System Event Notification Service [ SENS ] 
Remote Desktop Configuration [ SessionEnv ] 
Shell Hardware Detection [ ShellHWDetection ] 
SNMP Service [ SNMP ] 
State Repository Service [ StateRepository ] 
Windows Image Acquisition (WIA) [ stisvc ] 
Storage Service [ StorSvc ] 
syslog-ng Agent [ syslog-ng Agent ] 
Superfetch [ SysMain ] 
System Events Broker [ SystemEventsBroker ] 
Tenable Nessus Agent [ Tenable Nessus Agent ] 
Remote Desktop Services [ TermService ] 
Themes [ Themes ] 
Tile Data model server [ tiledatamodelsvc ] 
Time Broker [ TimeBrokerSvc ] 
Distributed Link Tracking Client [ TrkWks ] 
Remote Desktop Services UserMode Port Redirector [ UmRdpService ] 
User Manager [ UserManager ] 
Credential Manager [ VaultSvc ] 
Windows Time [ W32Time ] 
Windows Connection Manager [ Wcmsvc ] 
Diagnostic Service Host [ WdiServiceHost ] 
Windows Management Instrumentation [ Winmgmt ] 
Windows Remote Management (WS-Management) [ WinRM ] 
Windows Push Notifications System Service [ WpnService ] 
Security Center [ wscsvc ] 
Windows Search [ WSearch ] 
Windows Driver Foundation - User-mode Driver Framework [ wudfsvc ] 
CDPUserSvc_36465 [ CDPUserSvc_36465 ] 
Sync Host_36465 [ OneSyncSvc_36465 ] 

Inactive Services :

AllJoyn Router Service [ AJRouter ] 
Application Identity [ AppIDSvc ] 
Application Management [ AppMgmt ] 
App Readiness [ AppReadiness ] 
Microsoft App-V Client [ AppVClient ] 
AppX Deployment Service (AppXSVC) [ AppXSvc ] 
ActiveX Installer (AxInstSV) [ AxInstSV ] 
BitLocker Drive Encryption Service [ BDESVC ] 
Bluetooth Handsfree Service [ BthHFSrv ] 
Bluetooth Support Service [ bthserv ] 
Connected Devices Platform Service [ CDPSvc ] 
Certificate Propagation [ CertPropSvc ] 
COM+ System Application [ COMSysApp ] 
Offline Files [ CscService ] 
DataCollectionPublishingService [ DcpSvc ] 
Optimize drives [ defragsvc ] 
Device Install Service [ DeviceInstall ] 
DevQuery Background Discovery Broker [ DevQueryBroker ] 
Microsoft (R) Diagnostics Hub Standard Collector Service [ diagnosticshub.standardcollector.service ] 
Device Management Enrollment Service [ DmEnrollmentSvc ] 
dmwappushsvc [ dmwappushservice ] 
Delivery Optimization [ DoSvc ] 
Wired AutoConfig [ dot3svc ] 
Extensible Authentication Protocol [ EapHost ] 
Eaton Intelligent Power Protector [ Eaton IntelligentPowerProtector ] 
Encrypting File System (EFS) [ EFS ] 
Apache Tomcat 9.0 eim [ eim ] 
Embedded Mode [ embeddedmode ] 
Enterprise App Management Service [ EntAppSvc ] 
Function Discovery Provider Host [ fdPHost ] 
Function Discovery Resource Publication [ FDResPub ] 
File History Service [ fhsvc ] 
Windows Camera Frame Server [ FrameServer ] 
Group Policy Client [ gpsvc ] 
Human Interface Device Service [ hidserv ] 
HomeGroup Listener [ HomeGroupListener ] 
HomeGroup Provider [ HomeGroupProvider ] 
IP Helper [ iphlpsvc ] 
Infrared monitor service [ irmon ] 
KtmRm for Distributed Transaction Coordinator [ KtmRm ] 
Link-Layer Topology Discovery Mapper [ lltdsvc ] 
McAfee Firewall Core Service [ mfefire ] 
Mozilla Maintenance Service [ MozillaMaintenance ] 
Distributed Transaction Coordinator [ MSDTC ] 
Microsoft iSCSI Initiator Service [ MSiSCSI ] 
Windows Installer [ msiserver ] 
Network Connectivity Assistant [ NcaSvc ] 
Network Connected Devices Auto-Setup [ NcdAutoSetup ] 
Network Connections [ Netman ] 
Network Setup Service [ NetSetupSvc ] 
Net.Tcp Port Sharing Service [ NetTcpPortSharing ] 
Microsoft Passport Container [ NgcCtnrSvc ] 
Microsoft Passport [ NgcSvc ] 
Performance Counter DLL Host [ PerfHost ] 
Phone Service [ PhoneSvc ] 
Performance Logs & Alerts [ pla ] 
Printer Extensions and Notifications [ PrintNotify ] 
Quality Windows Audio Video Experience [ QWAVE ] 
Remote Access Auto Connection Manager [ RasAuto ] 
Remote Access Connection Manager [ RasMan ] 
Routing and Remote Access [ RemoteAccess ] 
Remote Registry [ RemoteRegistry ] 
Retail Demo Service [ RetailDemo ] 
Radio Management Service [ RmSvc ] 
Remote Procedure Call (RPC) Locator [ RpcLocator ] 
Smart Card Device Enumeration Service [ ScDeviceEnum ] 
Smart Card Removal Policy [ SCPolicySvc ] 
Secondary Logon [ seclogon ] 
Windows Defender Advanced Threat Protection Service [ Sense ] 
Sensor Data Service [ SensorDataService ] 
Sensor Service [ SensorService ] 
Internet Connection Sharing (ICS) [ SharedAccess ] 
Shared PC Account Manager [ shpamsvc ] 
Microsoft Storage Spaces SMP [ smphost ] 
Microsoft Windows SMS Router Service. [ SmsRouter ] 
SNMP Trap [ SNMPTRAP ] 
Print Spooler [ Spooler ] 
Software Protection [ sppsvc ] 
SSDP Discovery [ SSDPSRV ] 
Secure Socket Tunneling Protocol Service [ SstpSvc ] 
Spot Verifier [ svsvc ] 
Microsoft Software Shadow Copy Provider [ swprv ] 
Touch Keyboard and Handwriting Panel Service [ TabletInputService ] 
Telephony [ TapiSrv ] 
Storage Tiers Management [ TieringEngineService ] 
Windows Modules Installer [ TrustedInstaller ] 
Auto Time Zone Updater [ tzautoupdate ] 
User Experience Virtualization Service [ UevAgentService ] 
Interactive Services Detection [ UI0Detect ] 
UPnP Device Host [ upnphost ] 
Update Orchestrator Service for Windows Update [ UsoSvc ] 
Virtual Disk [ vds ] 
Volume Shadow Copy [ VSS ] 
Block Level Backup Engine Service [ wbengine ] 
Windows Biometric Service [ WbioSrvc ] 
Windows Connect Now - Config Registrar [ wcncsvc ] 
Diagnostic System Host [ WdiSystemHost ] 
WebClient [ WebClient ] 
Windows Event Collector [ Wecsvc ] 
Windows Encryption Provider Host Service [ WEPHOSTSVC ] 
Problem Reports and Solutions Control Panel Support [ wercplsupport ] 
Windows Error Reporting Service [ WerSvc ] 
Still Image Acquisition Events [ WiaRpc ] 
WinHttpAutoProxySvc [ WinHttpAutoProxySvc ] 
Windows Insider Service [ wisvc ] 
WLAN AutoConfig [ WlanSvc ] 
Microsoft Account Sign-in Assistant [ wlidsvc ] 
WMI Performance Adapter [ wmiApSrv ] 
Work Folders [ workfolderssvc ] 
Portable Device Enumerator Service [ WPDBusEnum ] 
Windows Update [ wuauserv ] 
WWAN AutoConfig [ WwanSvc ] 
Xbox Live Auth Manager [ XblAuthManager ] 
Xbox Live Networking Service [ XboxNetApiSvc ] 
MessagingService_36465 [ MessagingService_36465 ] 
Contact Data_36465 [ PimIndexMaintenanceSvc_36465 ] 
User Data Storage_36465 [ UnistoreSvc_36465 ] 
User Data Access_36465 [ UserDataSvc_36465 ] 
Windows Push Notifications User Service_36465 [ WpnUserService_36465 ] 
","","None","","IAVT:0001-T-0751","","2000/07/03","2022/02/01","","",""
"10785","","","None","10.46.254.48","tcp","445","Microsoft Windows SMB NativeLanManager Remote System Information Disclosure","It was possible to obtain information about the remote operating
system.","Nessus was able to obtain the remote operating system name and version
(Windows and/or Samba) by sending an authentication request to port
139 or 445. Note that this plugin requires SMB to be enabled on the
host.","n/a","","Nessus was able to obtain the following information about the host, by 
parsing the SMB2 Protocol's NTLM SSP message:

	Target Name: IACS
	NetBIOS Domain Name: IACS
	NetBIOS Computer Name: NWC05BBBIGX4013
	DNS Domain Name: iacs.wlds
	DNS Computer Name: NWC05BBBIGX4013.iacs.wlds
	DNS Tree Name: iacs.wlds
	Product Version: 10.0.14393
","","None","","","","2001/10/17","2021/09/20","","",""
"10859","","","None","10.46.254.48","tcp","445","Microsoft Windows SMB LsaQueryInformationPolicy Function SID Enumeration","It is possible to obtain the host SID for the remote host.","By emulating the call to LsaQueryInformationPolicy(), it was possible
to obtain the host SID (Security Identifier).

The host SID can then be used to get the list of local users.","You can prevent anonymous lookups of the host SID by setting the
'RestrictAnonymous' registry setting to an appropriate value.

Refer to the 'See also' section for guidance.","http://technet.microsoft.com/en-us/library/bb418944.aspx","
The remote host SID value is : S-1-5-21-1625343504-3230414996-3328283019

The value of 'RestrictAnonymous' setting is : unknown
","","None","","","","2002/02/13","2024/01/31","","",""
"10863","","","None","10.46.254.48","tcp","3389","SSL Certificate Information","This plugin displays the SSL certificate.","This plugin connects to every SSL-related port and attempts to 
extract and dump the X.509 certificate.","n/a","","Subject Name: 

Common Name: NWC05BBBIGX4013.iacs.wlds

Issuer Name: 

Common Name: NWC05BBBIGX4013.iacs.wlds

Serial Number: 4A AB 62 0B AC 29 D8 81 4B 80 3A 43 4E 17 A0 B3 

Version: 3

Signature Algorithm: SHA-256 With RSA Encryption

Not Valid Before: Aug 25 16:38:33 2024 GMT
Not Valid After: Feb 24 16:38:33 2025 GMT

Public Key Info: 

Algorithm: RSA Encryption
Key Length: 2048 bits
Public Key: 00 BC 0A 41 C5 E8 F7 1B E9 B9 53 9C 0D E9 90 5E BC A4 84 F0 
            46 09 3B 5C DB 07 7E D7 B8 A7 E0 01 CB 81 75 1B C1 92 DE 3C 
            A9 79 05 EE E3 7F A9 B2 97 51 13 5E D0 83 AE 5D B6 0C A0 7D 
            79 11 C9 FE 51 FB 47 2C DB 81 FA B3 DB 18 B4 30 DC 93 2A E7 
            43 D7 95 FA ED F5 B1 ED 45 EC EF 2D 1E 55 5E 23 F7 E2 07 CC 
            2E 70 EF 7D E2 42 D0 AE F1 DA DA 49 33 BA 6F 34 61 FA 6A 7E 
            C4 62 A2 20 F2 3C 74 15 BD C6 36 5D 09 EB 85 D0 E2 85 54 61 
            EB 66 D8 06 1B B4 67 1E 9F 23 49 C1 44 8E 15 1B 60 C9 BF 4E 
            A0 30 75 EE D4 37 23 09 C0 24 66 32 42 3F D0 8A A9 6A 4B F1 
            5C A2 A4 C3 89 29 75 6B F4 3E DF E3 51 85 96 E8 1B 7E C2 43 
            89 9A D4 F0 C2 36 2B 25 ED 47 C3 C4 3E 51 C3 64 58 B2 80 45 
            4A 1A BE C6 D7 10 EA 9D 55 4C 0E F1 81 2C B3 BE F7 04 2E 65 
            00 1B 93 CE 16 55 2F E5 5F 68 EF B6 2F 12 A0 4E E3 
Exponent: 01 00 01 

Signature Length: 256 bytes / 2048 bits
Signature: 00 B0 31 BF 5E 61 6E 18 34 05 25 1F 76 74 FC 97 F1 A5 D0 7E 
           88 7E D9 8A 3B D8 90 EB 6A DE CD 57 51 2B E5 6C E3 28 10 C0 
           5F E8 6C 75 38 FA 5B 95 6B 11 4D 4F 44 C4 12 34 20 17 86 29 
           22 7B DF 1C 01 80 68 A3 2B A2 6A 43 E5 C4 A0 25 7C 8D 83 7A 
           F2 6B A1 8A 48 CE 63 CC D5 E8 0A 56 18 97 5E F4 AD 9B 4A 7B 
           BB 3E 51 C9 01 3A 01 61 4E 19 02 28 5E 59 B4 FE B8 58 3F AD 
           11 FA B4 B5 F5 CB FA A7 91 47 EB 83 DD B4 34 D2 97 2B F2 A9 
           88 B2 C9 C9 52 34 A7 97 44 FD 5E 24 78 4A 0D 79 A1 25 55 BB 
           A6 5E F7 56 B9 FD 4D F3 36 AB AE 3D 61 91 80 5A 91 27 EB 87 
           3C A9 F7 4A 1C 47 1C BC AA 82 78 86 93 3B 22 C4 49 25 C2 C9 
           54 AE 07 40 6B 9D 0F D9 A2 09 B3 81 29 CB A5 C7 05 0A D1 98 
           92 A4 09 B9 BA A2 0C 52 4A 5F 9B 41 A1 78 FB D3 B8 B1 89 48 
           ED B3 96 0B 0D 63 35 64 A9 0B E4 30 8C 93 E1 FB 58 

Extension: Extended Key Usage (2.5.29.37)
Critical: 0
Purpose#1: Web Server Authentication (1.3.6.1.5.5.7.3.1)


Extension: Key Usage (2.5.29.15)
Critical: 0
Key Usage: Key Encipherment, Data Encipherment


Fingerprints : 

SHA-256 Fingerprint: 87 F4 40 34 AB C9 AB 00 2D 58 01 F3 BA A4 62 A1 99 AB 32 BF 
                     41 A0 B7 3E E3 87 51 08 C8 4F 64 D6 
SHA-1 Fingerprint: DA DD 5C DF 32 B4 75 C1 E8 8B FB 82 DD 06 5D 73 E0 D4 B3 6A 
MD5 Fingerprint: BD A9 61 DE 66 F5 3F C1 1F 39 D8 A3 15 DF A4 75 


PEM certificate : 

-----BEGIN CERTIFICATE-----
MIIC9jCCAd6gAwIBAgIQSqtiC6wp2IFLgDpDThegszANBgkqhkiG9w0BAQsFADAkMSIwIAYDVQQDExlOV0MwNUJCQklHWDQwMTMuaWFjcy53bGRzMB4XDTI0MDgyNTE2MzgzM1oXDTI1MDIyNDE2MzgzM1owJDEiMCAGA1UEAxMZTldDMDVCQkJJR1g0MDEzLmlhY3Mud2xkczCCASIwDQYJKoZIhvcNAQEBBQADggEPADCCAQoCggEBALwKQcXo9xvpuVOcDemQXrykhPBGCTtc2wd+17in4AHLgXUbwZLePKl5Be7jf6myl1ETXtCDrl22DKB9eRHJ/lH7Ryzbgfqz2xi0MNyTKudD15X67fWx7UXs7y0eVV4j9+IHzC5w733iQtCu8draSTO6bzRh+mp+xGKiIPI8dBW9xjZdCeuF0OKFVGHrZtgGG7RnHp8jScFEjhUbYMm/TqAwde7UNyMJwCRmMkI/0IqpakvxXKKkw4kpdWv0Pt/jUYWW6Bt+wkOJmtTwwjYrJe1Hw8Q+UcNkWLKARUoavsbXEOqdVUwO8YEss773BC5lABuTzhZVL+VfaO+2LxKgTuMCAwEAAaMkMCIwEwYDVR0lBAwwCgYIKwYBBQUHAwEwCwYDVR0PBAQDAgQwMA0GCSqGSIb3DQEBCwUAA4IBAQCwMb9eYW4YNAUlH3Z0/JfxpdB+iH7ZijvYkOtq3s1XUSvlbOMoEMBf6Gx1OPpblWsRTU9ExBI0IBeGKSJ73xwBgGijK6JqQ+XEoCV8jYN68muhikjOY8zV6ApWGJde9K2bSnu7PlHJAToBYU4ZAiheWbT+uFg/rRH6tLX1y/qnkUfrg920NNKXK/KpiLLJyVI0p5dE/V4keEoNeaElVbumXvdWuf1N8zarrj1hkYBakSfrhzyp90ocRxy8qoJ4hpM7IsRJJcLJVK4HQGudD9miCbOBKculxwUK0ZiSpAm5uqIMUkpfm0GhePvTuLGJSO2zlgsNYzVkqQvkMIyT4ftY
-----END CERTIFICATE-----","","None","","","","2008/05/19","2021/02/03","","",""
