Plugin ID,CVE,CVSS v2.0 Base Score,Risk,Host,Protocol,Port,Name,Synopsis,Description,Solution,See Also,Plugin Output,CVSS v3.0 Base Score,Risk Factor,BID,XREF,MSKB,Plugin Publication Date,Plugin Modification Date,Metasploit,Core Impact,CANVAS
"10114","CVE-1999-0524","2.1","Low","10.46.254.243","icmp","0","ICMP Timestamp Request Remote Date Disclosure","It is possible to determine the exact time set on the remote host.","The remote host answers to an ICMP timestamp request.  This allows an
attacker to know the date that is set on the targeted machine, which
may assist an unauthenticated, remote attacker in defeating time-based
authentication protocols.

Timestamps returned from machines running Windows Vista / 7 / 2008 /
2008 R2 are deliberately incorrect, but usually within 1000 seconds of
the actual system time.","Filter out the ICMP timestamp requests (13), and the outgoing ICMP
timestamp replies (14).","","The difference between the local and remote clocks is 9 seconds.
","","Low","","CWE:200","","1999/08/01","2024/10/07","","",""
"10267","","","None","10.46.254.243","tcp","22","SSH Server Type and Version Information","An SSH server is listening on this port.","It is possible to obtain information about the remote SSH server by
sending an empty authentication request.","n/a","","
SSH version : SSH-2.0-OpenSSH_7.4
SSH supported authentication : publickey,password,keyboard-interactive
SSH banner : 
USE OF THIS NETWORK IS RESTRICTED TO AUTHORISED USERS ONLY. USER ACTIVITY MAY BE MONITORED AND/OR RECORDED. ANYONE USING THIS NETWORK EXPRESSLY CONSENTS TO SUCH MONITORING AND/OR RECORDING. BE ADVISED: IF POSSIBLE CRIMINAL ACTIVITY IS DETECTED, THESE RECORDS, ALONG WITH CERTAIN PERSONAL INFORMATION, MAY BE PROVIDED TO LAW ENFORCEMENT OFFICIALS.

","","None","","IAVT:0001-T-0933","","1999/10/12","2024/07/24","","",""
"10287","","","None","10.46.254.243","udp","0","Traceroute Information","It was possible to obtain traceroute information.","Makes a traceroute to the remote host.","n/a","","For your information, here is the traceroute from 10.46.254.222 to 10.46.254.243 : 
10.46.254.222

ttl was greater than 50 - Completing Traceroute.

?

Hop Count: 1

An error was detected along the way.

","","None","","","","1999/11/27","2023/12/04","","",""
"10302","","","None","10.46.254.243","tcp","10443","Web Server robots.txt Information Disclosure","The remote web server contains a 'robots.txt' file.","The remote host contains a file named 'robots.txt' that is intended to
prevent web 'robots' from visiting certain directories in a website for
maintenance or indexing purposes.  A malicious user may also be able to
use the contents of this file to learn of sensitive documents or
directories on the affected site and either retrieve them directly or
target them for other attacks.","Review the contents of the site's robots.txt file, use Robots META tags
instead of entries in the robots.txt file, and/or adjust the web
server's access controls to limit access to sensitive material.","http://www.robotstxt.org/orig.html","Contents of robots.txt :

User-agent: *
Disallow: /
","","None","","","","1999/10/12","2018/11/15","","",""
"10386","","","None","10.46.254.243","tcp","10443","Web Server No 404 Error Code Check","The remote web server does not return 404 error codes.","The remote web server is configured such that it does not return '404
Not Found' error codes when a nonexistent file is requested, perhaps
returning instead a site map, search page or authentication page.

Nessus has enabled some counter measures for this.  However, they
might be insufficient.  If a great number of security holes are
produced for this port, they might not all be accurate.","n/a","","

CGI scanning will be disabled for this host because the host responds
to requests for non-existent URLs with HTTP code 302
rather than 404. The requested URL was : 

    https://10.46.254.243:10443/9L81GDV0_sCK.html
","","None","","","","2000/04/28","2022/06/17","","",""
"10863","","","None","10.46.254.243","tcp","10443","SSL Certificate Information","This plugin displays the SSL certificate.","This plugin connects to every SSL-related port and attempts to 
extract and dump the X.509 certificate.","n/a","","Subject Name: 

Country: SG
Organization: ICA
Organization Unit: Land Checkpoints Ops IACS WBH
Common Name: service.fbh.iacs.wlds

Issuer Name: 

Country: SG
Organization: IDEMIA
Organization Unit: T4
Common Name: Servers CA

Serial Number: 56 82 33 C2 5D 4C 3A 34 

Version: 3

Signature Algorithm: SHA-256 With RSA Encryption

Not Valid Before: May 04 03:30:02 2020 GMT
Not Valid After: May 04 03:30:02 2023 GMT

Public Key Info: 

Algorithm: RSA Encryption
Key Length: 2048 bits
Public Key: 00 A5 1C A1 53 6E 9A C8 82 73 C5 60 9D F0 52 EC 8F 5C 2D 18 
            67 0C 2D A5 7C E2 70 7C 68 7E AE E8 22 5B 72 FF EF 03 2E 25 
            0F 0E 64 EE F0 40 4A 13 66 8B 21 E9 FC F4 34 36 E0 CB 84 F7 
            E3 92 6F 78 15 1B CA 64 CE 3C F2 5E DB 75 B0 45 1F 5E 22 40 
            15 70 0B F5 4C 0F 06 27 31 E9 3B D6 9D 7A 25 E2 6F BC 09 15 
            1D F5 31 C8 E2 1C 08 5E 49 59 9D 9C CE 3D D5 57 CB B5 78 58 
            02 BB 5D BA 34 01 71 B6 85 99 01 9D CA 80 91 11 9C 3F F9 FE 
            48 C2 38 44 24 38 02 A5 B1 85 C0 C1 14 24 06 15 0F 42 97 45 
            51 CC 04 DB 01 AA 56 73 8A 85 B3 3E 94 BD DC 17 8D 0C 5F 69 
            0C E9 AE 65 B2 1F 53 11 C3 4A 86 E9 BB 06 8A C0 E7 1B 63 64 
            FD 4B 78 2B 49 91 33 83 6D E7 1D 43 09 A0 9C 65 1A 4C 4F 94 
            DA 6C 17 61 73 21 F3 71 71 EC 2E 61 17 E6 5A 7E A8 FB CF 48 
            A3 B8 08 F3 9F FA 96 9B F4 16 31 D1 B3 A3 3F 49 5D 
Exponent: 01 00 01 

Signature Length: 256 bytes / 2048 bits
Signature: 00 CD 3A 15 BF 4B FD 81 EC B9 35 69 00 C3 D0 DE DB E7 C3 5B 
           8B E7 18 23 38 2A B5 A0 74 E6 3E AF A9 1F D0 4D CC CB AD DE 
           EA 38 EB AB 19 B3 28 F2 A7 30 1D 09 EE 74 65 B9 EB 04 E8 9A 
           F7 0B EE FF 4E 63 4B 46 DE A7 AF F9 07 D0 09 FA ED D0 B5 1B 
           9B DF CA 94 A3 DB 95 A1 44 F4 1D 9F 69 18 5E DB 08 93 78 0E 
           06 D0 7F E1 98 F6 00 C5 1F 9B 7F 14 26 11 B1 66 74 AE 73 0E 
           25 84 63 87 B4 CF F4 FC 79 C3 4A F0 45 85 F9 EF F2 27 B5 6C 
           0C 9C 90 26 78 35 A0 16 72 18 D8 79 73 7A 78 39 5F 52 34 5F 
           28 D8 93 B5 13 33 9B 0E DD 3A C2 68 A8 49 C6 1D E2 B7 AA D1 
           06 AF 67 0B C1 B8 A9 BA C4 5B BB EE 35 13 13 12 A3 7E F1 42 
           98 E9 80 BB E6 16 C6 2F 26 71 9E D6 35 D1 97 5F 68 D1 3F 9F 
           D8 A1 27 96 47 D3 30 4D 71 CB CF 40 F2 B7 EE C5 B6 56 39 AB 
           38 D3 9D C5 EB AA 63 09 EC C0 A5 43 4A B7 F3 8D 74 

Extension: Basic Constraints (2.5.29.19)
Critical: 1


Extension: Authority Key Identifier (2.5.29.35)
Critical: 0
Key Identifier: 4B D1 33 C6 BC AF BE 68 47 C0 B3 0D 13 55 1F 56 F9 86 6F FF 


Extension: Subject Alternative Name (2.5.29.17)
Critical: 0
DNS: ems.fbh.iacs.wlds
DNS: core.fbh.iacs.wlds
DNS: br.fbh.iacs.wlds
DNS: emsldc.fbh.iacs.wlds
DNS: coreldc.fbh.iacs.wlds
DNS: brldc.fbh.iacs.wlds
DNS: web1.fbh.iacs.wlds
DNS: web2.fbh.iacs.wlds


Extension: Extended Key Usage (2.5.29.37)
Critical: 0
Purpose#1: Web Server Authentication (1.3.6.1.5.5.7.3.1)
Purpose#2: Web Client Authentication (1.3.6.1.5.5.7.3.2)


Extension: Subject Key Identifier (2.5.29.14)
Critical: 0
Subject Key Identifier: 1F 37 8C AC 26 7F BA 35 8A 3F 9F F5 7C DF F8 23 5E C9 17 3A 


Extension: Key Usage (2.5.29.15)
Critical: 1
Key Usage: Digital Signature, Key Encipherment


Fingerprints : 

SHA-256 Fingerprint: 4C 2E 9A 71 74 93 48 AF 6E A2 4B 9E 4D 34 B1 11 CE C3 B0 3F 
                     C4 F4 3E 13 B5 4F F9 B0 52 4C 1C EC 
SHA-1 Fingerprint: E9 EF C6 03 0B EF 2E E6 0D 7B B3 D2 A6 B3 99 81 D2 94 C5 88 
MD5 Fingerprint: 18 75 5E A6 6B 3C DF 93 83 34 85 67 C6 CC C1 E0 


PEM certificate : 

-----BEGIN CERTIFICATE-----
MIIEWTCCA0GgAwIBAgIIVoIzwl1MOjQwDQYJKoZIhvcNAQELBQAwQDELMAkGA1UEBhMCU0cxDzANBgNVBAoMBklERU1JQTELMAkGA1UECwwCVDQxEzARBgNVBAMMClNlcnZlcnMgQ0EwHhcNMjAwNTA0MDMzMDAyWhcNMjMwNTA0MDMzMDAyWjBjMQswCQYDVQQGEwJTRzEMMAoGA1UECgwDSUNBMSYwJAYDVQQLDB1MYW5kIENoZWNrcG9pbnRzIE9wcyBJQUNTIFdCSDEeMBwGA1UEAwwVc2VydmljZS5mYmguaWFjcy53bGRzMIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEApRyhU26ayIJzxWCd8FLsj1wtGGcMLaV84nB8aH6u6CJbcv/vAy4lDw5k7vBAShNmiyHp/PQ0NuDLhPfjkm94FRvKZM488l7bdbBFH14iQBVwC/VMDwYnMek71p16JeJvvAkVHfUxyOIcCF5JWZ2czj3VV8u1eFgCu126NAFxtoWZAZ3KgJERnD/5/kjCOEQkOAKlsYXAwRQkBhUPQpdFUcwE2wGqVnOKhbM+lL3cF40MX2kM6a5lsh9TEcNKhum7BorA5xtjZP1LeCtJkTODbecdQwmgnGUaTE+U2mwXYXMh83Fx7C5hF+Zafqj7z0ijuAjzn/qWm/QWMdGzoz9JXQIDAQABo4IBMjCCAS4wDAYDVR0TAQH/BAIwADAfBgNVHSMEGDAWgBRL0TPGvK++aEfAsw0TVR9W+YZv/zCBrgYDVR0RBIGmMIGjghFlbXMuZmJoLmlhY3Mud2xkc4ISY29yZS5mYmguaWFjcy53bGRzghBici5mYmguaWFjcy53bGRzghRlbXNsZGMuZmJoLmlhY3Mud2xkc4IVY29yZWxkYy5mYmguaWFjcy53bGRzghNicmxkYy5mYmguaWFjcy53bGRzghJ3ZWIxLmZiaC5pYWNzLndsZHOCEndlYjIuZmJoLmlhY3Mud2xkczAdBgNVHSUEFjAUBggrBgEFBQcDAQYIKwYBBQUHAwIwHQYDVR0OBBYEFB83jKwmf7o1ij+f9Xzf+CNeyRc6MA4GA1UdDwEB/wQEAwIFoDANBgkqhkiG9w0BAQsFAAOCAQEAzToVv0v9gey5NWkAw9De2+fDW4vnGCM4KrWgdOY+r6kf0E3My63e6jjrqxmzKPKnMB0J7nRluesE6Jr3C+7/TmNLRt6nr/kH0An67dC1G5vfypSj25WhRPQdn2kYXtsIk3gOBtB/4Zj2AMUfm38UJhGxZnSucw4lhGOHtM/0/HnDSvBFhfnv8ie1bAyckCZ4NaAWchjYeXN6eDlfUjRfKNiTtRMzmw7dOsJoqEnGHeK3qtEGr2cLwbipusRbu+41ExMSo37xQpjpgLvmFsYvJnGe1jXRl19o0T+f2KEnlkfTME1xy89A8rfuxbZWOas4053F66pjCezApUNKt/ONdA==
-----END CERTIFICATE-----","","None","","","","2008/05/19","2021/02/03","","",""
"10881","","","None","10.46.254.243","tcp","22","SSH Protocol Versions Supported","A SSH server is running on the remote host.","This plugin determines the versions of the SSH protocol supported by
the remote SSH daemon.","n/a","","The remote SSH daemon supports the following versions of the
SSH protocol :

  - 1.99
  - 2.0
","","None","","","","2002/03/06","2024/07/24","","",""
"10884","","","None","10.46.254.243","udp","123","Network Time Protocol (NTP) Server Detection","An NTP server is listening on the remote host.","An NTP server is listening on port 123. If not securely configured,
it may provide information about its version, current date, current
time, and possibly system information.","n/a","http://www.ntp.org","
  An NTP service has been discovered, listening on port 123.

  No sensitive information has been disclosed.

  Version : unknown
","","None","","IAVT:0001-T-0934","","2015/03/20","2021/02/24","","",""
"11936","","","None","10.46.254.243","tcp","0","OS Identification","It is possible to guess the remote operating system.","Using a combination of remote probes (e.g., TCP/IP, SMB, HTTP, NTP,
SNMP, etc.), it is possible to guess the name of the remote operating
system in use. It is also possible sometimes to guess the version of
the operating system.","n/a","","
Remote operating system : Linux Kernel 4.1.12-112.17.3.el7uek.x86_64 on Oracle Linux Server release 7.6
Confidence level : 100
Method : LinuxDistribution

Not all fingerprints could give a match. If you think that these
signatures would help us improve OS fingerprinting, please submit
them by visiting https://www.tenable.com/research/submitsignatures.

SSH:!:SSH-2.0-OpenSSH_7.4
uname:Linux lc01lwiacsrpx1 4.1.12-112.17.3.el7uek.x86_64 #2 SMP Wed Jul 11 12:16:18 PDT 2018 x86_64 x86_64 x86_64 GNU/Linux

NTP:!:unknown
SSLcert:!:i/CN:Servers CAi/O:IDEMIAi/OU:T4s/CN:service.fbh.iacs.wldss/O:ICAs/OU:Land Checkpoints Ops IACS WBH
e9efc6030bef2ee60d7bb3d2a6b39981d294c588


 
The remote host is running Linux Kernel 4.1.12-112.17.3.el7uek.x86_64 on Oracle Linux Server release 7.6","","None","","","","2003/12/09","2024/10/14","","",""
"14272","","","None","10.46.254.243","tcp","22","Netstat Portscanner (SSH)","Remote open ports can be enumerated via SSH.","Nessus was able to run 'netstat' on the remote host to enumerate the
open ports. If 'netstat' is not available, the plugin will attempt to use 'ss'.

See the section 'plugins options' about configuring this plugin.

Note: This plugin will run on Windows (using netstat.exe) in the
event that the target being scanned is localhost.","n/a","https://en.wikipedia.org/wiki/Netstat","Port 22/tcp was found to be open","","None","","","","2004/08/15","2024/07/24","","",""
